Timestamp, R, G, B
2024-03-11 08:16:19, R: 163, G: 171, B: 136
2024-03-11 08:17:19, R: 167, G: 175, B: 140
2024-03-11 08:18:19, R: 149, G: 155, B: 120
2024-03-11 08:19:19, R: 153, G: 159, B: 124
2024-03-11 08:20:19, R: 157, G: 163, B: 130
2024-03-11 08:21:19, R: 161, G: 167, B: 134
2024-03-11 08:22:19, R: 165, G: 171, B: 138
2024-03-11 08:23:19, R: 169, G: 176, B: 142
2024-03-11 08:24:19, R: 156, G: 161, B: 128
2024-03-11 08:25:19, R: 160, G: 166, B: 132
2024-03-11 08:26:19, R: 164, G: 170, B: 135
2024-03-11 08:27:19, R: 168, G: 175, B: 139
2024-03-11 08:28:19, R: 173, G: 179, B: 144
2024-03-11 08:29:20, R: 130, G: 135, B: 102
2024-03-11 08:30:20, R: 133, G: 139, B: 105
2024-03-11 08:31:20, R: 137, G: 142, B: 108
2024-03-11 08:32:20, R: 134, G: 139, B: 107
2024-03-11 08:33:20, R: 141, G: 147, B: 112
2024-03-11 08:34:20, R: 143, G: 149, B: 114
2024-03-11 08:35:20, R: 144, G: 150, B: 115
2024-03-11 08:36:20, R: 146, G: 152, B: 116
2024-03-11 08:37:20, R: 148, G: 153, B: 118
2024-03-11 08:38:20, R: 149, G: 155, B: 119
2024-03-11 08:39:20, R: 151, G: 157, B: 121
2024-03-11 08:40:20, R: 154, G: 157, B: 123
2024-03-11 08:41:20, R: 155, G: 158, B: 124
2024-03-11 08:42:20, R: 156, G: 160, B: 125
2024-03-11 08:43:20, R: 158, G: 161, B: 127
2024-03-11 08:44:20, R: 159, G: 162, B: 128
2024-03-11 08:45:20, R: 160, G: 163, B: 129
2024-03-11 08:46:20, R: 160, G: 163, B: 129
2024-03-11 08:47:20, R: 160, G: 163, B: 129
2024-03-11 08:48:20, R: 160, G: 163, B: 130
2024-03-11 08:49:20, R: 160, G: 164, B: 130
2024-03-11 08:50:20, R: 161, G: 164, B: 131
2024-03-11 08:51:20, R: 162, G: 165, B: 132
2024-03-11 08:52:20, R: 163, G: 167, B: 133
2024-03-11 08:53:20, R: 166, G: 170, B: 135
2024-03-11 08:54:20, R: 169, G: 173, B: 138
2024-03-11 08:55:20, R: 172, G: 176, B: 141
2024-03-11 08:56:20, R: 174, G: 178, B: 143
2024-03-11 08:57:20, R: 175, G: 180, B: 144
2024-03-11 08:58:20, R: 177, G: 181, B: 146
2024-03-11 08:59:20, R: 177, G: 181, B: 146
2024-03-11 09:00:20, R: 178, G: 182, B: 147
2024-03-11 09:01:20, R: 178, G: 183, B: 148
2024-03-11 09:02:20, R: 177, G: 182, B: 147
2024-03-11 09:03:20, R: 178, G: 182, B: 147
2024-03-11 09:04:20, R: 177, G: 181, B: 146
2024-03-11 09:05:20, R: 175, G: 179, B: 145
2024-03-11 09:06:20, R: 174, G: 177, B: 143
2024-03-11 09:07:20, R: 173, G: 176, B: 142
2024-03-11 09:08:20, R: 170, G: 174, B: 140
2024-03-11 09:09:20, R: 167, G: 170, B: 136
2024-03-11 09:10:20, R: 165, G: 168, B: 134
2024-03-11 09:11:20, R: 164, G: 167, B: 133
2024-03-11 09:12:20, R: 164, G: 167, B: 132
2024-03-11 09:13:20, R: 166, G: 170, B: 133
2024-03-11 09:14:20, R: 159, G: 162, B: 127
2024-03-11 09:15:20, R: 165, G: 169, B: 132
2024-03-11 09:16:20, R: 150, G: 152, B: 118
2024-03-11 09:17:20, R: 150, G: 152, B: 118
2024-03-11 09:18:20, R: 150, G: 152, B: 118
2024-03-11 09:19:20, R: 149, G: 151, B: 117
2024-03-11 09:20:20, R: 147, G: 149, B: 115
2024-03-11 09:21:20, R: 145, G: 148, B: 114
2024-03-11 09:22:20, R: 145, G: 148, B: 113
2024-03-11 09:23:20, R: 147, G: 150, B: 115
2024-03-11 09:24:20, R: 150, G: 152, B: 117
2024-03-11 09:25:21, R: 152, G: 155, B: 119
2024-03-11 09:26:21, R: 153, G: 157, B: 120
2024-03-11 09:27:21, R: 152, G: 155, B: 119
2024-03-11 09:28:21, R: 154, G: 157, B: 121
2024-03-11 09:29:21, R: 155, G: 159, B: 122
2024-03-11 09:30:21, R: 158, G: 163, B: 125
2024-03-11 09:31:21, R: 165, G: 170, B: 131
2024-03-11 09:32:21, R: 159, G: 163, B: 125
2024-03-11 09:33:21, R: 157, G: 160, B: 123
2024-03-11 09:34:21, R: 156, G: 160, B: 123
2024-03-11 09:35:21, R: 158, G: 162, B: 125
2024-03-11 09:36:21, R: 162, G: 166, B: 129
2024-03-11 09:37:21, R: 165, G: 170, B: 132
2024-03-11 09:38:21, R: 167, G: 171, B: 134
2024-03-11 09:39:21, R: 167, G: 172, B: 134
2024-03-11 09:40:21, R: 168, G: 173, B: 135
2024-03-11 09:41:21, R: 170, G: 174, B: 137
2024-03-11 09:42:21, R: 170, G: 174, B: 137
2024-03-11 09:43:21, R: 170, G: 174, B: 138
2024-03-11 09:44:21, R: 170, G: 174, B: 138
2024-03-11 09:45:21, R: 170, G: 174, B: 138
2024-03-11 09:46:21, R: 169, G: 173, B: 137
2024-03-11 09:47:21, R: 166, G: 170, B: 134
2024-03-11 09:48:21, R: 163, G: 167, B: 132
2024-03-11 09:49:21, R: 160, G: 163, B: 129
2024-03-11 09:50:21, R: 157, G: 160, B: 126
2024-03-11 09:51:21, R: 152, G: 159, B: 122
2024-03-11 09:52:21, R: 154, G: 158, B: 123
2024-03-11 09:53:21, R: 154, G: 159, B: 123
2024-03-11 09:54:21, R: 157, G: 162, B: 125
2024-03-11 09:55:21, R: 159, G: 164, B: 127
2024-03-11 09:56:21, R: 158, G: 163, B: 127
2024-03-11 09:57:21, R: 158, G: 162, B: 126
2024-03-11 09:58:21, R: 158, G: 163, B: 126
2024-03-11 09:59:21, R: 157, G: 162, B: 126
2024-03-11 10:00:21, R: 157, G: 162, B: 126
2024-03-11 10:01:21, R: 158, G: 163, B: 126
2024-03-11 10:02:21, R: 158, G: 163, B: 126
2024-03-11 10:03:21, R: 157, G: 161, B: 126
2024-03-11 10:04:21, R: 151, G: 158, B: 122
2024-03-11 10:05:21, R: 148, G: 154, B: 118
2024-03-11 10:06:21, R: 144, G: 151, B: 115
2024-03-11 10:07:21, R: 141, G: 145, B: 111
2024-03-11 10:08:21, R: 135, G: 139, B: 106
2024-03-11 10:09:21, R: 131, G: 134, B: 101
2024-03-11 10:10:21, R: 128, G: 132, B: 99
2024-03-11 10:11:21, R: 126, G: 129, B: 96
2024-03-11 10:12:21, R: 121, G: 124, B: 92
2024-03-11 10:13:21, R: 116, G: 118, B: 87
2024-03-11 10:14:21, R: 111, G: 114, B: 84
2024-03-11 10:15:21, R: 109, G: 111, B: 81
2024-03-11 10:16:21, R: 108, G: 110, B: 80
2024-03-11 10:17:21, R: 109, G: 112, B: 82
2024-03-11 10:18:21, R: 110, G: 113, B: 83
2024-03-11 10:19:21, R: 111, G: 111, B: 83
2024-03-11 10:20:21, R: 106, G: 106, B: 79
2024-03-11 10:21:22, R: 101, G: 100, B: 75
2024-03-11 10:22:22, R: 92, G: 95, B: 71
2024-03-11 10:23:22, R: 88, G: 90, B: 68
2024-03-11 10:24:22, R: 83, G: 87, B: 62
2024-03-11 10:25:22, R: 79, G: 82, B: 59
2024-03-11 10:26:22, R: 76, G: 79, B: 57
2024-03-11 10:27:22, R: 74, G: 77, B: 72
2024-03-11 10:28:22, R: 75, G: 78, B: 73
2024-03-11 10:29:22, R: 76, G: 79, B: 74
2024-03-11 10:30:22, R: 78, G: 81, B: 75
2024-03-11 10:31:22, R: 80, G: 84, B: 77
2024-03-11 10:32:22, R: 84, G: 88, B: 80
2024-03-11 10:33:22, R: 85, G: 93, B: 85
2024-03-11 10:34:22, R: 88, G: 97, B: 88
2024-03-11 10:35:22, R: 91, G: 100, B: 90
2024-03-11 10:36:22, R: 89, G: 100, B: 86
2024-03-11 10:37:22, R: 94, G: 101, B: 90
2024-03-11 10:38:22, R: 96, G: 103, B: 92
2024-03-11 10:39:22, R: 94, G: 104, B: 93
2024-03-11 10:40:22, R: 94, G: 104, B: 93
2024-03-11 10:41:22, R: 96, G: 105, B: 94
2024-03-11 10:42:22, R: 98, G: 108, B: 96
2024-03-11 10:43:22, R: 98, G: 109, B: 94
2024-03-11 10:44:22, R: 100, G: 111, B: 96
2024-03-11 10:45:22, R: 102, G: 114, B: 98
2024-03-11 10:46:22, R: 103, G: 115, B: 99
2024-03-11 10:47:22, R: 103, G: 115, B: 99
2024-03-11 10:48:22, R: 103, G: 114, B: 99
2024-03-11 10:49:22, R: 102, G: 113, B: 98
2024-03-11 10:50:22, R: 100, G: 112, B: 97
2024-03-11 10:51:22, R: 99, G: 110, B: 95
2024-03-11 10:52:22, R: 97, G: 108, B: 93
2024-03-11 10:53:22, R: 98, G: 103, B: 93
2024-03-11 10:54:22, R: 95, G: 101, B: 90
2024-03-11 10:55:22, R: 93, G: 99, B: 89
2024-03-11 10:56:22, R: 94, G: 100, B: 90
2024-03-11 10:57:22, R: 94, G: 100, B: 90
2024-03-11 10:58:22, R: 93, G: 99, B: 89
2024-03-11 10:59:22, R: 92, G: 97, B: 88
2024-03-11 11:00:22, R: 91, G: 96, B: 87
2024-03-11 11:01:22, R: 93, G: 98, B: 88
2024-03-11 11:02:22, R: 93, G: 99, B: 89
2024-03-11 11:03:22, R: 90, G: 95, B: 86
2024-03-11 11:04:22, R: 86, G: 91, B: 83
2024-03-11 11:05:22, R: 86, G: 91, B: 83
2024-03-11 11:06:22, R: 83, G: 88, B: 81
2024-03-11 11:07:22, R: 86, G: 91, B: 83
2024-03-11 11:08:22, R: 85, G: 90, B: 82
2024-03-11 11:09:22, R: 81, G: 85, B: 78
2024-03-11 11:10:22, R: 81, G: 85, B: 78
2024-03-11 11:11:22, R: 83, G: 88, B: 80
2024-03-11 11:12:22, R: 83, G: 88, B: 80
2024-03-11 11:13:22, R: 84, G: 89, B: 81
2024-03-11 11:14:22, R: 85, G: 89, B: 82
2024-03-11 11:15:22, R: 85, G: 89, B: 82
2024-03-11 11:16:22, R: 84, G: 88, B: 82
2024-03-11 11:17:23, R: 83, G: 92, B: 82
2024-03-11 11:18:23, R: 84, G: 93, B: 82
2024-03-11 11:19:23, R: 84, G: 88, B: 82
2024-03-11 11:20:23, R: 83, G: 87, B: 81
2024-03-11 11:21:23, R: 83, G: 87, B: 81
2024-03-11 11:22:23, R: 82, G: 86, B: 81
2024-03-11 11:23:23, R: 81, G: 84, B: 79
2024-03-11 11:24:23, R: 79, G: 83, B: 78
2024-03-11 11:25:23, R: 76, G: 79, B: 75
2024-03-11 11:26:23, R: 74, G: 76, B: 73
2024-03-11 11:27:23, R: 72, G: 74, B: 71
2024-03-11 11:28:23, R: 71, G: 73, B: 70
2024-03-11 11:29:23, R: 70, G: 72, B: 69
2024-03-11 11:30:23, R: 70, G: 72, B: 69
2024-03-11 11:31:23, R: 69, G: 72, B: 68
2024-03-11 11:32:23, R: 69, G: 72, B: 68
2024-03-11 11:33:23, R: 69, G: 72, B: 68
2024-03-11 11:34:23, R: 70, G: 72, B: 68
2024-03-11 11:35:23, R: 71, G: 73, B: 69
2024-03-11 11:36:23, R: 72, G: 75, B: 70
2024-03-11 11:37:23, R: 74, G: 77, B: 72
2024-03-11 11:38:23, R: 76, G: 80, B: 74
2024-03-11 11:39:23, R: 78, G: 83, B: 76
2024-03-11 11:40:23, R: 80, G: 84, B: 77
2024-03-11 11:41:23, R: 80, G: 85, B: 78
2024-03-11 11:42:23, R: 82, G: 87, B: 79
2024-03-11 11:43:23, R: 82, G: 91, B: 80
2024-03-11 11:44:23, R: 84, G: 93, B: 82
2024-03-11 11:45:23, R: 86, G: 96, B: 84
2024-03-11 11:46:23, R: 90, G: 100, B: 87
2024-03-11 11:47:23, R: 94, G: 105, B: 91
2024-03-11 11:48:23, R: 100, G: 111, B: 96
